daerah,provinsi,jenis,periode,pendapatan_daerah,pendapatan_asli_daerah,hasil_pajak_daerah,hasil_retribusi_daerah,hasil_pengelolaan_kekayaan_daerah_yang_dipisahkan,lain_lain_pendapatan_asli_daerah_yang_sah,dana_perimbangan,dana_bagi_hasil_pajak_bagi_hasil_bukan_pajak,dana_alokasi_umum,dana_alokasi_khusus,lain_lain_pendapatan_daerah_yang_sah,pendapatan_hibah,dana_darurat,dana_bagi_hasil_pajak_dari_provinsi_dan_pemerintah_daerah_lainnya,dana_penyesuaian_dan_otonomi_khusus,bantuan_keuangan_dari_provinsi_atau_pemerintah_daerah_lainnya,pendapatan_lain_lain,belanja_daerah,belanja_pegawai_l,belanja_barang_dan_jasa,belanja_modal
Kab Halmahera Tengah,Maluku Utara,Anggaran,2018-07-05,676619000000,25000000000,4092000000,10292000000,10616000000,0,598694000000,27928000000,448490000000,122276000000,52925000000,0,0,2500000000,0,0,50425000000,805919000000,16462000000,237926000000,251180000000
Kota Ternate,Maluku Utara,Anggaran,2018-07-05,978033000000,141084000000,48500000000,45700000000,5000000000,41884000000,761849000000,29657000000,610569000000,121623000000,75100000000,0,0,58350000000,16750000000,0,0,1011205000000,106340000000,222230000000,233394000000
Kab Halmahera Barat,Maluku Utara,Anggaran,2018-07-05,981294000000,35990000000,6189000000,4082000000,1750000000,23970000000,796943000000,24468000000,493249000000,279226000000,148360000000,0,0,15593000000,132767000000,0,0,1153178000000,27922000000,261637000000,336620000000
Kab Halmahera Timur,Maluku Utara,Anggaran,2018-07-05,933848000000,92347000000,6682000000,1665000000,1500000000,82500000000,704912000000,124003000000,477350000000,103558000000,136589000000,15000000000,0,12175000000,109414000000,0,0,1131493000000,56922000000,241204000000,455750000000
Kab Halmahera Selatan,Maluku Utara,Anggaran,2018-07-05,1364905000000,38442000000,10475000000,6680000000,500000000,20787000000,1062277000000,63258000000,751126000000,247893000000,264185000000,45000000000,0,19000000000,200185000000,0,0,1489545000000,22573000000,367306000000,497627000000
Kab Halmahera Utara,Maluku Utara,Anggaran,2018-07-05,1147252000000,195257000000,24982000000,38843000000,1500000000,129933000000,733257000000,88857000000,486053000000,158347000000,218738000000,0,0,41058000000,177680000000,0,0,1172798000000,92617000000,307536000000,250360000000
Kab Kepulauan Sula,Maluku Utara,Anggaran,2018-07-05,811712000000,25438000000,6194000000,6821000000,2300000000,10124000000,698454000000,25115000000,480488000000,192852000000,87819000000,18131000000,0,7030000000,62658000000,0,0,836063000000,46960000000,258853000000,172002000000
Kota Tidore Kepulauan,Maluku Utara,Anggaran,2018-07-05,862542000000,57893000000,7580000000,29850000000,0,20463000000,729369000000,21166000000,545227000000,162976000000,75281000000,2600000000,0,5750000000,66931000000,0,0,874542000000,48920000000,245044000000,170268000000
Kab Pulau Morotai,Maluku Utara,Anggaran,2018-07-05,660910000000,35000000000,10000000000,5000000000,0,20000000000,554999000000,18579000000,391524000000,144896000000,70911000000,0,0,5000000000,65911000000,0,0,674558000000,21053000000,131870000000,203692000000
Kab Pulau Taliabu,Maluku Utara,Anggaran,2018-07-05,631240000000,75050000000,7838000000,1590000000,100000000,65522000000,469416000000,21786000000,341053000000,106577000000,86774000000,27500000000,0,4763000000,54511000000,0,0,670339000000,55707000000,161948000000,275502000000
Kab Lebak,Banten,Anggaran,2018-07-05,2414034000000,299733000000,64408000000,12574000000,3000000000,219750000000,1575815000000,68045000000,1086661000000,421108000000,538486000000,176071000000,0,98290000000,264125000000,0,0,2482312000000,26591000000,686566000000,250021000000
Kab Pandeglang,Banten,Anggaran,2018-07-05,2362387000000,202266000000,39148000000,20751000000,10740000000,131627000000,1670687000000,71938000000,1172375000000,426374000000,489434000000,149683000000,0,110394000000,229358000000,0,0,2625774000000,125863000000,507885000000,350296000000
Kab Serang,Banten,Anggaran,2018-07-05,2784866000000,635212000000,302016000000,31460000000,17475000000,284260000000,1580064000000,83412000000,1078411000000,418240000000,569590000000,175069000000,0,132021000000,262500000000,0,0,3138151000000,112029000000,823196000000,656400000000
Kab Tangerang,Banten,Anggaran,2018-07-05,5007020000000,2424420000000,1473171000000,113068000000,51400000000,786780000000,1802862000000,211395000000,1178486000000,412981000000,779738000000,9000000000,0,511540000000,17500000000,0,241697000000,5630053000000,210763000000,1673767000000,1475573000000
Kota Cilegon,Banten,Anggaran,2018-07-05,1699775000000,683596000000,513870000000,16410000000,16562000000,136754000000,802398000000,125590000000,598515000000,78293000000,213781000000,38731000000,0,175050000000,0,0,0,1990121000000,135520000000,554080000000,587983000000
Kota Tangerang,Banten,Anggaran,2018-07-05,3708388000000,1599597000000,1323500000000,81483000000,19065000000,175548000000,1391099000000,297106000000,866113000000,227880000000,717692000000,141601000000,0,541091000000,35000000000,0,0,4415109000000,77042000000,1803750000000,1026048000000
Kota Serang,Banten,Anggaran,2018-07-05,1212019000000,227958000000,114000000000,13473000000,0,100485000000,868988000000,79569000000,636603000000,152815000000,115074000000,0,0,115074000000,0,0,0,1242923000000,53848000000,441072000000,182581000000
Kota Tangerang Selatan,Banten,Anggaran,2018-07-05,3075841000000,1455525000000,1260850000000,80730000000,0,113945000000,909631000000,184291000000,572637000000,152702000000,710685000000,92241000000,0,518445000000,35000000000,65000000000,0,3549147000000,395021000000,937704000000,1281744000000
Kab Bangka,Bangka Belitung,Anggaran,2018-07-05,1045407000000,140835000000,53725000000,9777000000,4900000000,72433000000,790713000000,102039000000,529693000000,158981000000,113860000000,0,0,45546000000,0,0,68314000000,1081207000000,92409000000,288207000000,84814000000
Kab Belitung,Bangka Belitung,Anggaran,2018-07-05,986078000000,155003000000,64006000000,10025000000,4000000000,76972000000,671499000000,42703000000,480561000000,148236000000,159576000000,0,0,33281000000,0,87000000000,39295000000,1018339000000,90181000000,224594000000,211226000000
Kota Pangkal Pinang,Bangka Belitung,Anggaran,2018-07-05,890260000000,163003000000,73471000000,14854000000,6000000000,68678000000,669634000000,61272000000,443477000000,164885000000,57623000000,0,0,50000000000,0,7623000000,0,925260000000,106741000000,257667000000,194195000000
Kab Bangka Selatan,Bangka Belitung,Anggaran,2018-07-05,871616000000,38811000000,14584000000,6479000000,3830000000,13919000000,702540000000,82129000000,466182000000,154229000000,130264000000,26910000000,0,34900000000,0,25967000000,42487000000,936422000000,90773000000,203766000000,251426000000
Kab Bangka Tengah,Bangka Belitung,Anggaran,2018-07-05,831873000000,76288000000,38425000000,5307000000,4650000000,27906000000,635329000000,64646000000,439128000000,131554000000,120256000000,24834000000,0,40000000000,8000000000,0,47422000000,848738000000,70118000000,204012000000,144567000000
Kab Bangka Barat,Bangka Belitung,Anggaran,2018-07-05,814336000000,56304000000,14800000000,4642000000,4000000000,32862000000,649172000000,69385000000,445169000000,134618000000,108859000000,100000000,0,35000000000,73759000000,0,0,828650000000,92002000000,194058000000,136529000000
Kab Belitung Timur,Bangka Belitung,Anggaran,2018-07-05,816875000000,97416000000,46467000000,3986000000,3201000000,43762000000,635693000000,81650000000,440265000000,113778000000,83766000000,15466000000,0,20797000000,35608000000,11895000000,0,867153000000,94701000000,210768000000,189177000000
Kab Boalemo,Gorontalo,Anggaran,2018-07-05,828164000000,46238000000,5350000000,2174000000,7804000000,30910000000,691916000000,0,462274000000,229642000000,90010000000,0,0,17000000000,73010000000,0,0,809555000000,55802000000,151049000000,209998000000
Kab Gorontalo,Gorontalo,Anggaran,2018-07-05,1401594000000,119783000000,21714000000,5450000000,2215000000,90404000000,1027053000000,12620000000,653987000000,360446000000,254759000000,0,0,38013000000,216037000000,708000000,0,1393594000000,64006000000,286909000000,286366000000
Kota Gorontalo,Gorontalo,Anggaran,2018-07-05,1020452000000,214908000000,67200000000,20100000000,1400000000,126208000000,703100000000,23462000000,508678000000,170960000000,102445000000,26752000000,0,40692000000,35000000000,0,0,1039349000000,45716000000,401486000000,132657000000
Kab Pohuwato,Gorontalo,Anggaran,2018-07-05,905928000000,49017000000,9291000000,8220000000,1900000000,29606000000,711185000000,13048000000,513389000000,184748000000,145726000000,19579000000,0,20000000000,106147000000,0,0,930928000000,17675000000,248809000000,178796000000
Kab Bone Bolango,Gorontalo,Anggaran,2018-07-05,1014400000000,80725000000,10675000000,6150000000,750000000,63150000000,716280000000,0,498685000000,217595000000,217394000000,33229000000,0,16861000000,34250000000,0,133054000000,1016570000000,68067000000,198549000000,244783000000
Kab Gorontalo Utara,Gorontalo,Anggaran,2018-07-05,718045000000,28640000000,7001000000,6643000000,1750000000,13247000000,566264000000,10457000000,402570000000,153236000000,123141000000,0,0,15888000000,88849000000,0,18404000000,747837000000,48395000000,167928000000,126398000000
Kab Natuna,Kepulauan Riau,Anggaran,2018-07-05,828202000000,61214000000,11953000000,570000000,5244000000,43446000000,660142000000,185815000000,368414000000,105912000000,106846000000,0,0,52331000000,0,0,54515000000,1015202000000,104442000000,343074000000,176792000000
Kab Kepulauan Anambas,Kepulauan Riau,Anggaran,2018-07-05,781907000000,34024000000,14299000000,1304000000,2300000000,16121000000,644627000000,171176000000,364337000000,109115000000,103256000000,7563000000,0,35206000000,43488000000,17000000000,0,921066000000,103187000000,194317000000,271532000000
Kab Karimun,Kepulauan Riau,Anggaran,2018-07-05,1277497000000,352758000000,283809000000,6167000000,2550000000,60231000000,786161000000,159026000000,403184000000,223951000000,138579000000,0,0,61884000000,0,0,76695000000,1452765000000,192094000000,446125000000,303956000000
Kota Batam,Kepulauan Riau,Anggaran,2018-07-05,2541107000000,1258165000000,970978000000,122702000000,16957000000,147529000000,934698000000,161395000000,599074000000,174229000000,348245000000,99360000000,0,248885000000,0,0,0,2627239000000,3024000000,1002096000000,749483000000
Kota Tanjung Pinang,Kepulauan Riau,Anggaran,2018-07-05,817223000000,146230000000,68700000000,6543000000,3661000000,67326000000,611604000000,49068000000,457366000000,105170000000,59389000000,0,0,59389000000,0,0,0,833273000000,105373000000,248961000000,96635000000
Kab Lingga,Kepulauan Riau,Anggaran,2018-07-05,750502000000,27791000000,6588000000,1374000000,1500000000,18329000000,614735000000,38681000000,455758000000,120295000000,107976000000,14394000000,0,36432000000,57150000000,0,0,754171000000,31189000000,234342000000,118079000000
Kab Bintan,Kepulauan Riau,Anggaran,2018-07-05,1003827000000,254801000000,187451000000,10878000000,14135000000,42336000000,653873000000,46108000000,484587000000,123178000000,95154000000,0,0,46500000000,48654000000,0,0,1066877000000,107388000000,276113000000,185845000000
Kab Fakfak,Papua Barat,Anggaran,2018-07-05,1242816000000,64307000000,5330000000,3325000000,6400000000,49252000000,845155000000,25824000000,659505000000,159827000000,333354000000,0,0,23777000000,279718000000,20000000000,9859000000,1280100000000,75429000000,275431000000,341207000000
Kab Manokwari,Papua Barat,Anggaran,2018-07-05,1152646000000,58659000000,38173000000,10707000000,5196000000,4582000000,721550000000,35463000000,529220000000,156866000000,372438000000,5000000000,0,26386000000,192685000000,0,148367000000,1222944000000,92071000000,279868000000,261229000000
Kab Sorong,Papua Barat,Anggaran,2018-07-05,1300339000000,77080000000,5550000000,3326000000,4500000000,63704000000,898920000000,153380000000,512000000000,233540000000,324339000000,0,0,8175000000,147712000000,168452000000,0,1538411000000,39647000000,319831000000,371327000000
Kota Sorong,Papua Barat,Anggaran,2018-07-05,1005956000000,166057000000,40250000000,43625000000,1500000000,80682000000,604014000000,26676000000,471798000000,105541000000,235885000000,18752000000,0,53064000000,158000000000,0,6069000000,925456000000,35028000000,241430000000,252146000000
Kab Raja Ampat,Papua Barat,Anggaran,2018-07-05,1150000000000,58455000000,5000000000,21000000000,18455000000,14000000000,866979000000,24906000000,666645000000,175428000000,224566000000,0,0,0,115000000000,0,109566000000,1140000000000,50623000000,339464000000,240044000000
Kab Sorong Selatan,Papua Barat,Anggaran,2018-07-05,851062000000,18773000000,2587000000,3371000000,7000000000,5814000000,578332000000,22045000000,448077000000,108210000000,253957000000,0,0,22000000000,141000000000,0,90957000000,885597000000,57536000000,234454000000,205702000000
Kab Teluk Bintuni,Papua Barat,Anggaran,2018-07-05,1584790000000,55000000000,13530000000,12065000000,4500000000,24905000000,1016161000000,350239000000,549667000000,116254000000,513629000000,71000000000,0,3000000000,300000000000,0,139629000000,2162842000000,151565000000,556373000000,862524000000
Kab Teluk Wondama,Papua Barat,Anggaran,2018-07-05,852995000000,18021000000,4947000000,1172000000,3600000000,8302000000,608769000000,27391000000,444837000000,136540000000,226205000000,0,0,4262000000,147925000000,0,74017000000,856003000000,41380000000,266167000000,207371000000
Kab Kaimana,Papua Barat,Anggaran,2018-07-05,1003189000000,24367000000,5010000000,5637000000,0,13721000000,720314000000,24726000000,609928000000,85660000000,258507000000,11061000000,0,6000000000,241446000000,0,0,1067912000000,81619000000,285802000000,262880000000
Kab Maybrat,Papua Barat,Anggaran,2018-07-05,869904000000,2151000000,75000000,406000000,1000000000,670000000,554005000000,17867000000,444867000000,91271000000,313748000000,0,0,2678000000,311070000000,0,0,866904000000,30402000000,150987000000,227477000000
Kab Tambrauw,Papua Barat,Anggaran,2018-07-05,1010932000000,2253000000,40000000,137000000,1776000000,300000000,645182000000,8701000000,467483000000,168998000000,363498000000,6170000000,0,1450000000,312878000000,0,43000000000,1340273000000,49371000000,251298000000,593113000000
Kab Manokwari Selatan,Papua Barat,Anggaran,2018-07-05,665281000000,3475000000,1550000000,325000000,0,1600000000,495738000000,31716000000,347706000000,116316000000,166069000000,12946000000,0,3357000000,96916000000,0,52850000000,662281000000,101134000000,177261000000,174575000000
Kab Pegunungan Arfak,Papua Barat,Anggaran,2018-07-05,782531000000,4403000000,0,0,0,4403000000,541498000000,27479000000,380421000000,133598000000,236630000000,0,0,2100000000,110488000000,0,124043000000,782531000000,46524000000,202088000000,220048000000
Kab Majene,Sulawesi Barat,Anggaran,2018-07-05,871848000000,88457000000,8920000000,16433000000,3346000000,59758000000,672167000000,10443000000,512162000000,149562000000,111224000000,3200000000,0,20001000000,88024000000,0,0,870548000000,56540000000,180667000000,136230000000
Kab Mamuju,Sulawesi Barat,Anggaran,2018-07-05,1094970000000,80354000000,27292000000,26443000000,4700000000,21918000000,868668000000,17023000000,627775000000,223870000000,145948000000,0,0,30733000000,70819000000,0,44396000000,1129741000000,60393000000,284779000000,275092000000
Kab Polewali Mandar,Sulawesi Barat,Anggaran,2018-07-05,1458077000000,218994000000,18392000000,10128000000,3600000000,186874000000,1031932000000,12832000000,713339000000,305761000000,207151000000,0,0,33581000000,130070000000,0,43500000000,1458077000000,65075000000,298982000000,287637000000
Kab Mamasa,Sulawesi Barat,Anggaran,2018-07-05,938542000000,34982000000,5725000000,1264000000,4150000000,23843000000,715633000000,9454000000,515626000000,190553000000,187927000000,10000000000,0,12036000000,165891000000,0,0,960706000000,10157000000,176927000000,213336000000
Kab Mamuju Utara,Sulawesi Barat,Anggaran,2018-07-05,783137000000,29484000000,6645000000,8496000000,4110000000,10233000000,653971000000,0,501074000000,152897000000,99682000000,0,0,14046000000,36000000000,48436000000,1200000000,800637000000,0,173168000000,275252000000
Kab Mamuju Tengah,Sulawesi Barat,Anggaran,2018-07-05,629427000000,49241000000,10192000000,11435000000,0,27614000000,499160000000,9533000000,347815000000,141812000000,81027000000,0,0,17000000000,61527000000,2500000000,0,716927000000,34343000000,184655000000,271438000000
Kab Bulungan,Kalimantan Utara,Anggaran,2018-07-05,1037210000000,76528000000,10151000000,7437000000,16800000000,42140000000,837467000000,177730000000,497449000000,162288000000,123215000000,22085000000,0,31599000000,67597000000,1935000000,0,1172210000000,61711000000,292965000000,190300000000
